index,name,Mw (g/mol),Mn (g/mol),PDI,Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Solid additive,Doi,,index to extract,derived Rh (nm),normalized intensity (0-1),figure number
,,,,,,,,,,,,,,,,,,,,,,630,5292.68,0.033,34
,,,,,,,,,,,,,,,,,,,,,,630,5501.236,0.143,34
,,,,,,,,,,,,,,,,,,,,,,630,6049.07,0.316,34
,,,,,,,,,,,,,,,,,,,,,,630,6507.327,0.472,34
,,,,,,,,,,,,,,,,,,,,,,630,7410.073,0.743,34
,,,,,,,,,,,,,,,,,,,,,,630,8041.285,0.921,34
,,,,,,,,,,,,,,,,,,,,,,630,8312.156,1.013,34
,,,,,,,,,,,,,,,,,,,,,,630,8726.265,0.715,34
,,,,,,,,,,,,,,,,,,,,,,630,8726.265,0.839,34
,,,,,,,,,,,,,,,,,,,,,,630,9177.713,0.45,34
,,,,,,,,,,,,,,,,,,,,,,630,9723.664,0.2,34
,,,,,,,,,,,,,,,,,,,,,,630,9763.881,0.125,34
,,,,,,,,,,,,,,,,,,,,,,630,9991.012,0.022,34
,,,,,,,,,,,,,,,,,,,,,,630,13240.716,0.02,34
,,,,,,,,,,,,,,,,,,,,,,630,17258.067,0.021,34
,,,,,,,,,,,,,,,,,,,,,,630,39076.334,0.022,34
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,638,0.067,0.012,35
,,,,,,,,,,,,,,,,,,,,,,638,0.143,0.007,35
,,,,,,,,,,,,,,,,,,,,,,638,0.18,0.008,35
,,,,,,,,,,,,,,,,,,,,,,638,0.26,0.121,35
,,,,,,,,,,,,,,,,,,,,,,638,0.399,0.247,35
,,,,,,,,,,,,,,,,,,,,,,638,0.528,0.149,35
,,,,,,,,,,,,,,,,,,,,,,638,0.625,0.117,35
,,,,,,,,,,,,,,,,,,,,,,638,0.952,0.019,35
,,,,,,,,,,,,,,,,,,,,,,638,1.374,0.02,35
,,,,,,,,,,,,,,,,,,,,,,638,2.221,0.015,35
,,,,,,,,,,,,,,,,,,,,,,638,3.49,0.017,35
,,,,,,,,,,,,,,,,,,,,,,638,5.643,0.025,35
,,,,,,,,,,,,,,,,,,,,,,638,8.403,0.118,35
,,,,,,,,,,,,,,,,,,,,,,638,13.174,0.034,35
,,,,,,,,,,,,,,,,,,,,,,638,19.021,0.035,35
,,,,,,,,,,,,,,,,,,,,,,638,29.888,0.029,35
,,,,,,,,,,,,,,,,,,,,,,638,46.989,0.044,35
,,,,,,,,,,,,,,,,,,,,,,638,59.225,0.235,35
,,,,,,,,,,,,,,,,,,,,,,638,70.546,0.426,35
,,,,,,,,,,,,,,,,,,,,,,638,81.583,0.572,35
,,,,,,,,,,,,,,,,,,,,,,638,94.33,0.71,35
,,,,,,,,,,,,,,,,,,,,,,638,112.299,0.882,35
,,,,,,,,,,,,,,,,,,,,,,638,141.095,0.961,35
,,,,,,,,,,,,,,,,,,,,,,638,172.368,1.047,35
,,,,,,,,,,,,,,,,,,,,,,638,209.714,0.989,35
,,,,,,,,,,,,,,,,,,,,,,638,277.877,0.95,35
,,,,,,,,,,,,,,,,,,,,,,638,328.236,0.845,35
,,,,,,,,,,,,,,,,,,,,,,638,410.263,0.741,35
,,,,,,,,,,,,,,,,,,,,,,638,498.409,0.629,35
,,,,,,,,,,,,,,,,,,,,,,638,622.615,0.505,35
,,,,,,,,,,,,,,,,,,,,,,638,735.861,0.42,35
,,,,,,,,,,,,,,,,,,,,,,638,972.864,0.302,35
,,,,,,,,,,,,,,,,,,,,,,638,1250.831,0.198,35
,,,,,,,,,,,,,,,,,,,,,,638,1478.891,0.126,35
,,,,,,,,,,,,,,,,,,,,,,638,2254.402,0.048,35
,,,,,,,,,,,,,,,,,,,,,,638,3444.255,0.049,35
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,639,0.093,0.023,35
,,,,,,,,,,,,,,,,,,,,,,639,0.172,0.048,35
,,,,,,,,,,,,,,,,,,,,,,639,0.293,0.142,35
,,,,,,,,,,,,,,,,,,,,,,639,0.428,0.176,35
,,,,,,,,,,,,,,,,,,,,,,639,0.521,0.135,35
,,,,,,,,,,,,,,,,,,,,,,639,0.868,0.042,35
,,,,,,,,,,,,,,,,,,,,,,639,1.913,0.03,35
,,,,,,,,,,,,,,,,,,,,,,639,3.645,0.032,35
,,,,,,,,,,,,,,,,,,,,,,639,6.16,0.053,35
,,,,,,,,,,,,,,,,,,,,,,639,8.561,0.106,35
,,,,,,,,,,,,,,,,,,,,,,639,10.545,0.074,35
,,,,,,,,,,,,,,,,,,,,,,639,19.441,0.035,35
,,,,,,,,,,,,,,,,,,,,,,639,39.947,0.045,35
,,,,,,,,,,,,,,,,,,,,,,639,54.879,0.116,35
,,,,,,,,,,,,,,,,,,,,,,639,60.98,0.316,35
,,,,,,,,,,,,,,,,,,,,,,639,66.865,0.428,35
,,,,,,,,,,,,,,,,,,,,,,639,75.969,0.585,35
,,,,,,,,,,,,,,,,,,,,,,639,94.021,0.781,35
,,,,,,,,,,,,,,,,,,,,,,639,121.688,0.958,35
,,,,,,,,,,,,,,,,,,,,,,639,192.88,0.987,35
,,,,,,,,,,,,,,,,,,,,,,639,294.66,0.832,35
,,,,,,,,,,,,,,,,,,,,,,639,395.682,0.653,35
,,,,,,,,,,,,,,,,,,,,,,639,502.767,0.527,35
,,,,,,,,,,,,,,,,,,,,,,639,650.712,0.373,35
,,,,,,,,,,,,,,,,,,,,,,639,906.602,0.211,35
,,,,,,,,,,,,,,,,,,,,,,639,1344.56,0.085,35
,,,,,,,,,,,,,,,,,,,,,,639,2385.053,0.052,35
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,640,0.028,0.021,35
,,,,,,,,,,,,,,,,,,,,,,640,0.052,0.022,35
,,,,,,,,,,,,,,,,,,,,,,640,0.098,0.024,35
,,,,,,,,,,,,,,,,,,,,,,640,0.165,0.073,35
,,,,,,,,,,,,,,,,,,,,,,640,0.215,0.183,35
,,,,,,,,,,,,,,,,,,,,,,640,0.27,0.34,35
,,,,,,,,,,,,,,,,,,,,,,640,0.326,0.483,35
,,,,,,,,,,,,,,,,,,,,,,640,0.424,0.329,35
,,,,,,,,,,,,,,,,,,,,,,640,0.512,0.191,35
,,,,,,,,,,,,,,,,,,,,,,640,0.741,0.049,35
,,,,,,,,,,,,,,,,,,,,,,640,1.405,0.032,35
,,,,,,,,,,,,,,,,,,,,,,640,2.529,0.033,35
,,,,,,,,,,,,,,,,,,,,,,640,4.953,0.077,35
,,,,,,,,,,,,,,,,,,,,,,640,8.894,0.119,35
,,,,,,,,,,,,,,,,,,,,,,640,14.263,0.047,35
,,,,,,,,,,,,,,,,,,,,,,640,27.326,0.04,35
,,,,,,,,,,,,,,,,,,,,,,640,43.178,0.086,35
,,,,,,,,,,,,,,,,,,,,,,640,57.259,0.201,35
,,,,,,,,,,,,,,,,,,,,,,640,65.234,0.378,35
,,,,,,,,,,,,,,,,,,,,,,640,72.071,0.512,35
,,,,,,,,,,,,,,,,,,,,,,640,80.381,0.65,35
,,,,,,,,,,,,,,,,,,,,,,640,95.875,0.835,35
,,,,,,,,,,,,,,,,,,,,,,640,144.597,1.027,35
,,,,,,,,,,,,,,,,,,,,,,640,230.392,0.863,35
,,,,,,,,,,,,,,,,,,,,,,640,277.223,0.714,35
,,,,,,,,,,,,,,,,,,,,,,640,331.257,0.605,35
,,,,,,,,,,,,,,,,,,,,,,640,398.71,0.461,35
,,,,,,,,,,,,,,,,,,,,,,640,488.613,0.31,35
,,,,,,,,,,,,,,,,,,,,,,640,604.773,0.172,35
,,,,,,,,,,,,,,,,,,,,,,640,769.675,0.059,35
,,,,,,,,,,,,,,,,,,,,,,640,907.139,0.025,35
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,646,0.471,0.002,40
,,,,,,,,,,,,,,,,,,,,,,646,0.57,0.028,40
,,,,,,,,,,,,,,,,,,,,,,646,0.622,0.077,40
,,,,,,,,,,,,,,,,,,,,,,646,0.835,0.02,40
,,,,,,,,,,,,,,,,,,,,,,646,1.029,-0.001,40
,,,,,,,,,,,,,,,,,,,,,,646,1.458,0,40
,,,,,,,,,,,,,,,,,,,,,,646,2.134,0,40
,,,,,,,,,,,,,,,,,,,,,,646,3.123,-0.001,40
,,,,,,,,,,,,,,,,,,,,,,646,4.57,-0.001,40
,,,,,,,,,,,,,,,,,,,,,,646,6.69,-0.002,40
,,,,,,,,,,,,,,,,,,,,,,646,9.789,-0.001,40
,,,,,,,,,,,,,,,,,,,,,,646,14.323,-0.001,40
,,,,,,,,,,,,,,,,,,,,,,646,20.961,-0.001,40
,,,,,,,,,,,,,,,,,,,,,,646,30.674,-0.001,40
,,,,,,,,,,,,,,,,,,,,,,646,44.9,-0.002,40
,,,,,,,,,,,,,,,,,,,,,,646,65.707,-0.002,40
,,,,,,,,,,,,,,,,,,,,,,646,96.131,-0.002,40
,,,,,,,,,,,,,,,,,,,,,,646,140.679,-0.002,40
,,,,,,,,,,,,,,,,,,,,,,646,199.34,-0.001,40
,,,,,,,,,,,,,,,,,,,,,,646,233.653,0.03,40
,,,,,,,,,,,,,,,,,,,,,,646,245.946,0.065,40
,,,,,,,,,,,,,,,,,,,,,,646,251.332,0.109,40
,,,,,,,,,,,,,,,,,,,,,,646,255.027,0.159,40
,,,,,,,,,,,,,,,,,,,,,,646,275.761,0.196,40
,,,,,,,,,,,,,,,,,,,,,,646,302.807,0.259,40
,,,,,,,,,,,,,,,,,,,,,,646,325.196,0.236,40
,,,,,,,,,,,,,,,,,,,,,,646,376.802,0.177,40
,,,,,,,,,,,,,,,,,,,,,,646,406.18,0.143,40
,,,,,,,,,,,,,,,,,,,,,,646,427.84,0.115,40
,,,,,,,,,,,,,,,,,,,,,,646,452.604,0.075,40
,,,,,,,,,,,,,,,,,,,,,,646,477.952,0.04,40
,,,,,,,,,,,,,,,,,,,,,,646,565.413,-0.001,40
,,,,,,,,,,,,,,,,,,,,,,646,831.536,-0.002,40
,,,,,,,,,,,,,,,,,,,,,,646,1217.031,-0.003,40
,,,,,,,,,,,,,,,,,,,,,,646,1568.719,-0.003,40
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,804,1.397,0.011,42
,,,,,,,,,,,,,,,,,,,,,,804,1.876,0.011,42
,,,,,,,,,,,,,,,,,,,,,,804,2.519,0.011,42
,,,,,,,,,,,,,,,,,,,,,,804,3.434,0.011,42
,,,,,,,,,,,,,,,,,,,,,,804,4.246,0.079,42
,,,,,,,,,,,,,,,,,,,,,,804,5.554,0.111,42
,,,,,,,,,,,,,,,,,,,,,,804,6.634,0.057,42
,,,,,,,,,,,,,,,,,,,,,,804,7.342,0.011,42
,,,,,,,,,,,,,,,,,,,,,,804,8.843,0.011,42
,,,,,,,,,,,,,,,,,,,,,,804,12.247,0.011,42
,,,,,,,,,,,,,,,,,,,,,,804,13.864,0.011,42
,,,,,,,,,,,,,,,,,,,,,,804,17.064,0.15,42
,,,,,,,,,,,,,,,,,,,,,,804,20.215,0.343,42
,,,,,,,,,,,,,,,,,,,,,,804,23.566,0.532,42
,,,,,,,,,,,,,,,,,,,,,,804,26.827,0.668,42
,,,,,,,,,,,,,,,,,,,,,,804,29.475,0.775,42
,,,,,,,,,,,,,,,,,,,,,,804,34.553,0.9,42
,,,,,,,,,,,,,,,,,,,,,,804,38.28,0.961,42
,,,,,,,,,,,,,,,,,,,,,,804,45.803,1.018,42
,,,,,,,,,,,,,,,,,,,,,,804,57.669,1.004,42
,,,,,,,,,,,,,,,,,,,,,,804,62.733,0.946,42
,,,,,,,,,,,,,,,,,,,,,,804,72.248,0.857,42
,,,,,,,,,,,,,,,,,,,,,,804,76.151,0.796,42
,,,,,,,,,,,,,,,,,,,,,,804,89.714,0.654,42
,,,,,,,,,,,,,,,,,,,,,,804,96.893,0.55,42
,,,,,,,,,,,,,,,,,,,,,,804,108.782,0.396,42
,,,,,,,,,,,,,,,,,,,,,,804,117.877,0.314,42
,,,,,,,,,,,,,,,,,,,,,,804,131.975,0.143,42
,,,,,,,,,,,,,,,,,,,,,,804,163.246,0.014,42
,,,,,,,,,,,,,,,,,,,,,,804,225.952,0.011,42
,,,,,,,,,,,,,,,,,,,,,,804,263.85,0.011,42
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,806,3.057,0.006,42
,,,,,,,,,,,,,,,,,,,,,,806,4.298,0.005,42
,,,,,,,,,,,,,,,,,,,,,,806,6.03,0.022,42
,,,,,,,,,,,,,,,,,,,,,,806,8.41,0.092,42
,,,,,,,,,,,,,,,,,,,,,,806,11.023,0.069,42
,,,,,,,,,,,,,,,,,,,,,,806,14.367,0.01,42
,,,,,,,,,,,,,,,,,,,,,,806,19.946,0.005,42
,,,,,,,,,,,,,,,,,,,,,,806,26.886,0.025,42
,,,,,,,,,,,,,,,,,,,,,,806,33.438,0.125,42
,,,,,,,,,,,,,,,,,,,,,,806,36.418,0.201,42
,,,,,,,,,,,,,,,,,,,,,,806,39.632,0.291,42
,,,,,,,,,,,,,,,,,,,,,,806,42.712,0.37,42
,,,,,,,,,,,,,,,,,,,,,,806,46.243,0.46,42
,,,,,,,,,,,,,,,,,,,,,,806,50.91,0.56,42
,,,,,,,,,,,,,,,,,,,,,,806,54.399,0.637,42
,,,,,,,,,,,,,,,,,,,,,,806,58.593,0.721,42
,,,,,,,,,,,,,,,,,,,,,,806,63.644,0.787,42
,,,,,,,,,,,,,,,,,,,,,,806,69.955,0.875,42
,,,,,,,,,,,,,,,,,,,,,,806,79.409,0.965,42
,,,,,,,,,,,,,,,,,,,,,,806,100.63,0.998,42
,,,,,,,,,,,,,,,,,,,,,,806,121.403,0.895,42
,,,,,,,,,,,,,,,,,,,,,,806,131.169,0.824,42
,,,,,,,,,,,,,,,,,,,,,,806,136.966,0.728,42
,,,,,,,,,,,,,,,,,,,,,,806,143.953,0.63,42
,,,,,,,,,,,,,,,,,,,,,,806,153.345,0.514,42
,,,,,,,,,,,,,,,,,,,,,,806,159.925,0.399,42
,,,,,,,,,,,,,,,,,,,,,,806,165.422,0.314,42
,,,,,,,,,,,,,,,,,,,,,,806,170.774,0.217,42
,,,,,,,,,,,,,,,,,,,,,,806,176.537,0.128,42
,,,,,,,,,,,,,,,,,,,,,,806,203.127,0.022,42
,,,,,,,,,,,,,,,,,,,,,,806,283.614,0.006,42
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,809,5.094,-0.006,44
,,,,,,,,,,,,,,,,,,,,,,809,6.329,-0.009,44
,,,,,,,,,,,,,,,,,,,,,,809,8.367,0.088,44
,,,,,,,,,,,,,,,,,,,,,,809,8.765,0.143,44
,,,,,,,,,,,,,,,,,,,,,,809,9.62,0.178,44
,,,,,,,,,,,,,,,,,,,,,,809,10.723,0.126,44
,,,,,,,,,,,,,,,,,,,,,,809,11.06,0.012,44
,,,,,,,,,,,,,,,,,,,,,,809,15.317,-0.005,44
,,,,,,,,,,,,,,,,,,,,,,809,25.551,-0.004,44
,,,,,,,,,,,,,,,,,,,,,,809,41.32,-0.004,44
,,,,,,,,,,,,,,,,,,,,,,809,67.866,-0.007,44
,,,,,,,,,,,,,,,,,,,,,,809,75.646,0.076,44
,,,,,,,,,,,,,,,,,,,,,,809,78.029,0.19,44
,,,,,,,,,,,,,,,,,,,,,,809,81.744,0.297,44
,,,,,,,,,,,,,,,,,,,,,,809,84.319,0.435,44
,,,,,,,,,,,,,,,,,,,,,,809,86.975,0.555,44
,,,,,,,,,,,,,,,,,,,,,,809,91.116,0.697,44
,,,,,,,,,,,,,,,,,,,,,,809,96.946,0.8,44
,,,,,,,,,,,,,,,,,,,,,,809,103.15,0.914,44
,,,,,,,,,,,,,,,,,,,,,,809,116.772,1.011,44
,,,,,,,,,,,,,,,,,,,,,,809,132.194,0.983,44
,,,,,,,,,,,,,,,,,,,,,,809,149.653,0.918,44
,,,,,,,,,,,,,,,,,,,,,,809,154.366,0.845,44
,,,,,,,,,,,,,,,,,,,,,,809,166.81,0.759,44
,,,,,,,,,,,,,,,,,,,,,,809,180.257,0.659,44
,,,,,,,,,,,,,,,,,,,,,,809,191.791,0.556,44
,,,,,,,,,,,,,,,,,,,,,,809,210.49,0.449,44
,,,,,,,,,,,,,,,,,,,,,,809,223.959,0.342,44
,,,,,,,,,,,,,,,,,,,,,,809,242.013,0.242,44
,,,,,,,,,,,,,,,,,,,,,,809,261.522,0.146,44
,,,,,,,,,,,,,,,,,,,,,,809,278.256,0.066,44
,,,,,,,,,,,,,,,,,,,,,,809,296.061,0.008,44
,,,,,,,,,,,,,,,,,,,,,,809,385.353,0.001,44
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,810,4.431,0.005,44
,,,,,,,,,,,,,,,,,,,,,,810,5.174,0.005,44
,,,,,,,,,,,,,,,,,,,,,,810,5.569,0.031,44
,,,,,,,,,,,,,,,,,,,,,,810,5.828,0.105,44
,,,,,,,,,,,,,,,,,,,,,,810,6.404,0.175,44
,,,,,,,,,,,,,,,,,,,,,,810,6.759,0.232,44
,,,,,,,,,,,,,,,,,,,,,,810,7.996,0.274,44
,,,,,,,,,,,,,,,,,,,,,,810,9.292,0.213,44
,,,,,,,,,,,,,,,,,,,,,,810,9.955,0.138,44
,,,,,,,,,,,,,,,,,,,,,,810,10.516,0.052,44
,,,,,,,,,,,,,,,,,,,,,,810,11.587,0.012,44
,,,,,,,,,,,,,,,,,,,,,,810,13.957,0.006,44
,,,,,,,,,,,,,,,,,,,,,,810,18.45,0.006,44
,,,,,,,,,,,,,,,,,,,,,,810,25.95,0.006,44
,,,,,,,,,,,,,,,,,,,,,,810,34.305,0.006,44
,,,,,,,,,,,,,,,,,,,,,,810,44.685,0.058,44
,,,,,,,,,,,,,,,,,,,,,,810,47.723,0.191,44
,,,,,,,,,,,,,,,,,,,,,,810,49.862,0.32,44
,,,,,,,,,,,,,,,,,,,,,,810,53.251,0.44,44
,,,,,,,,,,,,,,,,,,,,,,810,56.87,0.554,44
,,,,,,,,,,,,,,,,,,,,,,810,59.419,0.654,44
,,,,,,,,,,,,,,,,,,,,,,810,63.458,0.742,44
,,,,,,,,,,,,,,,,,,,,,,810,67.032,0.828,44
,,,,,,,,,,,,,,,,,,,,,,810,72.264,0.895,44
,,,,,,,,,,,,,,,,,,,,,,810,77.418,0.954,44
,,,,,,,,,,,,,,,,,,,,,,810,94.846,1.005,44
,,,,,,,,,,,,,,,,,,,,,,810,110.98,0.971,44
,,,,,,,,,,,,,,,,,,,,,,810,119.829,0.917,44
,,,,,,,,,,,,,,,,,,,,,,810,133.501,0.828,44
,,,,,,,,,,,,,,,,,,,,,,810,142.798,0.764,44
,,,,,,,,,,,,,,,,,,,,,,810,150.842,0.698,44
,,,,,,,,,,,,,,,,,,,,,,810,159.339,0.631,44
,,,,,,,,,,,,,,,,,,,,,,810,170.17,0.554,44
,,,,,,,,,,,,,,,,,,,,,,810,177.796,0.476,44
,,,,,,,,,,,,,,,,,,,,,,810,189.881,0.395,44
,,,,,,,,,,,,,,,,,,,,,,810,202.788,0.313,44
,,,,,,,,,,,,,,,,,,,,,,810,214.211,0.232,44
,,,,,,,,,,,,,,,,,,,,,,810,226.278,0.145,44
,,,,,,,,,,,,,,,,,,,,,,810,241.658,0.059,44
,,,,,,,,,,,,,,,,,,,,,,810,278.256,0.008,44
,,,,,,,,,,,,,,,,,,,,,,810,356.606,0.008,44
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,811,4.829,0.001,44
,,,,,,,,,,,,,,,,,,,,,,811,5.975,0,44
,,,,,,,,,,,,,,,,,,,,,,811,7.918,0.04,44
,,,,,,,,,,,,,,,,,,,,,,811,8.792,0.098,44
,,,,,,,,,,,,,,,,,,,,,,811,9.831,0.174,44
,,,,,,,,,,,,,,,,,,,,,,811,10.401,0.234,44
,,,,,,,,,,,,,,,,,,,,,,811,11.108,0.303,44
,,,,,,,,,,,,,,,,,,,,,,811,11.734,0.38,44
,,,,,,,,,,,,,,,,,,,,,,811,12.716,0.453,44
,,,,,,,,,,,,,,,,,,,,,,811,13.874,0.521,44
,,,,,,,,,,,,,,,,,,,,,,811,16.125,0.583,44
,,,,,,,,,,,,,,,,,,,,,,811,18.594,0.55,44
,,,,,,,,,,,,,,,,,,,,,,811,19.427,0.506,44
,,,,,,,,,,,,,,,,,,,,,,811,20.521,0.411,44
,,,,,,,,,,,,,,,,,,,,,,811,22.402,0.284,44
,,,,,,,,,,,,,,,,,,,,,,811,23.664,0.125,44
,,,,,,,,,,,,,,,,,,,,,,811,26.99,0.013,44
,,,,,,,,,,,,,,,,,,,,,,811,35.111,0.012,44
,,,,,,,,,,,,,,,,,,,,,,811,42.769,0.012,44
,,,,,,,,,,,,,,,,,,,,,,811,60.736,0.012,44
,,,,,,,,,,,,,,,,,,,,,,811,79.881,0.003,44
,,,,,,,,,,,,,,,,,,,,,,811,90.116,0.06,44
,,,,,,,,,,,,,,,,,,,,,,811,94.155,0.26,44
,,,,,,,,,,,,,,,,,,,,,,811,101.663,0.448,44
,,,,,,,,,,,,,,,,,,,,,,811,108.573,0.607,44
,,,,,,,,,,,,,,,,,,,,,,811,115.953,0.75,44
,,,,,,,,,,,,,,,,,,,,,,811,125.2,0.861,44
,,,,,,,,,,,,,,,,,,,,,,811,134.592,0.946,44
,,,,,,,,,,,,,,,,,,,,,,811,157.602,0.999,44
,,,,,,,,,,,,,,,,,,,,,,811,183.739,0.959,44
,,,,,,,,,,,,,,,,,,,,,,811,187.812,0.886,44
,,,,,,,,,,,,,,,,,,,,,,811,205.023,0.788,44
,,,,,,,,,,,,,,,,,,,,,,811,216.572,0.661,44
,,,,,,,,,,,,,,,,,,,,,,811,239.024,0.516,44
,,,,,,,,,,,,,,,,,,,,,,811,255.271,0.345,44
,,,,,,,,,,,,,,,,,,,,,,811,272.622,0.161,44
,,,,,,,,,,,,,,,,,,,,,,811,374.628,0.013,44
,,,,,,,,,,,,,,,,,,,,,,811,503.639,0.014,44
,,,,,,,,,,,,,,,,,,,,,,811,640.972,0.014,44
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,812,1.882,-0.006,44
,,,,,,,,,,,,,,,,,,,,,,812,2.395,0.003,44
,,,,,,,,,,,,,,,,,,,,,,812,2.917,0.034,44
,,,,,,,,,,,,,,,,,,,,,,812,3.255,0.086,44
,,,,,,,,,,,,,,,,,,,,,,812,3.514,0.146,44
,,,,,,,,,,,,,,,,,,,,,,812,3.672,0.234,44
,,,,,,,,,,,,,,,,,,,,,,812,4.008,0.358,44
,,,,,,,,,,,,,,,,,,,,,,812,4.281,0.512,44
,,,,,,,,,,,,,,,,,,,,,,812,4.522,0.677,44
,,,,,,,,,,,,,,,,,,,,,,812,5.214,0.814,44
,,,,,,,,,,,,,,,,,,,,,,812,5.214,0.89,44
,,,,,,,,,,,,,,,,,,,,,,812,5.949,0.626,44
,,,,,,,,,,,,,,,,,,,,,,812,6.079,0.482,44
,,,,,,,,,,,,,,,,,,,,,,812,6.329,0.281,44
,,,,,,,,,,,,,,,,,,,,,,812,6.428,0.077,44
,,,,,,,,,,,,,,,,,,,,,,812,7.01,-0.004,44
,,,,,,,,,,,,,,,,,,,,,,812,8.922,-0.001,44
,,,,,,,,,,,,,,,,,,,,,,812,11.355,-0.003,44
,,,,,,,,,,,,,,,,,,,,,,812,14.451,-0.004,44
,,,,,,,,,,,,,,,,,,,,,,812,18.391,-0.004,44
,,,,,,,,,,,,,,,,,,,,,,812,23.406,-0.004,44
,,,,,,,,,,,,,,,,,,,,,,812,29.788,-0.004,44
,,,,,,,,,,,,,,,,,,,,,,812,37.911,-0.004,44
,,,,,,,,,,,,,,,,,,,,,,812,48.249,-0.003,44
,,,,,,,,,,,,,,,,,,,,,,812,61.405,-0.003,44
,,,,,,,,,,,,,,,,,,,,,,812,70.037,0.005,44
,,,,,,,,,,,,,,,,,,,,,,812,71.097,0.121,44
,,,,,,,,,,,,,,,,,,,,,,812,71.097,0.279,44
,,,,,,,,,,,,,,,,,,,,,,812,72.208,0.396,44
,,,,,,,,,,,,,,,,,,,,,,812,73.982,0.514,44
,,,,,,,,,,,,,,,,,,,,,,812,79.881,0.836,44
,,,,,,,,,,,,,,,,,,,,,,812,90.116,0.986,44
,,,,,,,,,,,,,,,,,,,,,,812,96.242,0.937,44
,,,,,,,,,,,,,,,,,,,,,,812,105.062,0.78,44
,,,,,,,,,,,,,,,,,,,,,,812,112.203,0.575,44
,,,,,,,,,,,,,,,,,,,,,,812,119.829,0.325,44
,,,,,,,,,,,,,,,,,,,,,,812,120.45,0.435,44
,,,,,,,,,,,,,,,,,,,,,,812,130.811,0.056,44
,,,,,,,,,,,,,,,,,,,,,,812,147.572,0.001,44
,,,,,,,,,,,,,,,,,,,,,,812,187.812,0.001,44
,,,,,,,,,,,,,,,,,,,,,,812,239.024,0,44
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,813,4.697,0.006,45
,,,,,,,,,,,,,,,,,,,,,,813,6.832,0.006,45
,,,,,,,,,,,,,,,,,,,,,,813,8.89,0.003,45
,,,,,,,,,,,,,,,,,,,,,,813,9.363,0.152,45
,,,,,,,,,,,,,,,,,,,,,,813,9.964,0.248,45
,,,,,,,,,,,,,,,,,,,,,,813,10.024,0.334,45
,,,,,,,,,,,,,,,,,,,,,,813,10.975,0.441,45
,,,,,,,,,,,,,,,,,,,,,,813,11.831,0.524,45
,,,,,,,,,,,,,,,,,,,,,,813,12.88,0.549,45
,,,,,,,,,,,,,,,,,,,,,,813,13.781,0.525,45
,,,,,,,,,,,,,,,,,,,,,,813,14.683,0.438,45
,,,,,,,,,,,,,,,,,,,,,,813,15.169,0.307,45
,,,,,,,,,,,,,,,,,,,,,,813,15.946,0.228,45
,,,,,,,,,,,,,,,,,,,,,,813,16.274,0.121,45
,,,,,,,,,,,,,,,,,,,,,,813,17.306,0.008,45
,,,,,,,,,,,,,,,,,,,,,,813,20.726,0.008,45
,,,,,,,,,,,,,,,,,,,,,,813,31.854,0.005,45
,,,,,,,,,,,,,,,,,,,,,,813,47.63,0.006,45
,,,,,,,,,,,,,,,,,,,,,,813,66.447,0.006,45
,,,,,,,,,,,,,,,,,,,,,,813,71.991,0.162,45
,,,,,,,,,,,,,,,,,,,,,,813,75.572,0.262,45
,,,,,,,,,,,,,,,,,,,,,,813,80.691,0.407,45
,,,,,,,,,,,,,,,,,,,,,,813,86.094,0.541,45
,,,,,,,,,,,,,,,,,,,,,,813,91.772,0.662,45
,,,,,,,,,,,,,,,,,,,,,,813,96.384,0.769,45
,,,,,,,,,,,,,,,,,,,,,,813,104.2,0.893,45
,,,,,,,,,,,,,,,,,,,,,,813,113.678,0.948,45
,,,,,,,,,,,,,,,,,,,,,,813,117.24,0.993,45
,,,,,,,,,,,,,,,,,,,,,,813,138.741,1.021,45
,,,,,,,,,,,,,,,,,,,,,,813,144.36,0.994,45
,,,,,,,,,,,,,,,,,,,,,,813,160.842,0.952,45
,,,,,,,,,,,,,,,,,,,,,,813,176.483,0.89,45
,,,,,,,,,,,,,,,,,,,,,,813,188.166,0.815,45
,,,,,,,,,,,,,,,,,,,,,,813,197.716,0.729,45
